# redshift   5-sigma limit - vertex, centered1, centered7
        1.87829    8.31152e-17    8.58779e-17    8.39047e-17
        1.88489    8.20924e-17    8.47950e-17    8.28845e-17
        1.89150    8.10970e-17    8.37411e-17    8.18915e-17
        1.89811    8.01277e-17    8.27151e-17    8.09245e-17
        1.90471    7.91836e-17    8.17159e-17    7.99824e-17
        1.91132    7.82636e-17    8.07423e-17    7.90645e-17
        1.91792    7.73669e-17    7.97935e-17    7.81698e-17
        1.92453    7.64925e-17    7.88684e-17    7.72972e-17
        1.93113    7.56396e-17    7.79662e-17    7.64460e-17
        1.93774    7.48073e-17    7.70862e-17    7.56154e-17
        1.94434    7.13410e-17    7.37038e-17    7.20224e-17
        1.95095    6.79749e-17    7.04207e-17    6.85336e-17
        1.95755    7.08196e-17    7.30409e-17    7.15546e-17
        1.96416    6.79303e-17    7.01981e-17    6.85711e-17
        1.97076    6.74371e-17    6.96233e-17    6.81035e-17
        1.97737    7.57359e-17    7.74228e-17    7.68472e-17
        1.98398    7.60319e-17    7.76095e-17    7.72029e-17
        1.99058    8.47204e-17    8.58089e-17    8.63444e-17
        1.99719    7.90425e-17    8.03009e-17    8.04417e-17
        2.00379    7.67313e-17    7.80095e-17    7.80621e-17
        2.01040    7.66465e-17    7.78460e-17    7.80128e-17
        2.01700    7.10362e-17    7.24132e-17    7.21764e-17
        2.02361    6.66118e-17    6.81157e-17    6.75795e-17
        2.03021    6.32181e-17    6.48053e-17    6.40608e-17
        2.03682    6.41618e-17    6.56293e-17    6.50850e-17
        2.04342    7.16873e-17    7.27374e-17    7.29996e-17
        2.05003    6.81058e-17    6.92679e-17    6.92742e-17
        2.05663    6.53821e-17    6.66188e-17    6.64459e-17
        2.06324    6.17330e-17    6.30892e-17    6.26477e-17
        2.06985    6.80828e-17    6.90976e-17    6.93209e-17
        2.07645    7.13141e-17    7.21361e-17    7.27262e-17
        2.08306    6.35131e-17    6.46427e-17    6.45806e-17
        2.08966    6.24195e-17    6.35535e-17    6.34573e-17
        2.09627    5.76497e-17    5.89598e-17    5.84831e-17
        2.10287    5.88130e-17    6.00240e-17    5.97229e-17
        2.10948    5.89807e-17    6.01406e-17    5.99194e-17
        2.11608    5.73169e-17    5.85113e-17    5.81970e-17
        2.12269    5.71780e-17    5.83368e-17    5.80716e-17
        2.12929    5.66565e-17    5.77919e-17    5.75480e-17
        2.13590    5.84010e-17    5.94066e-17    5.93985e-17
        2.14250    5.82826e-17    5.92455e-17    5.92973e-17
        2.14911    6.19009e-17    6.26535e-17    6.31080e-17
        2.15571    6.26683e-17    6.33413e-17    6.39328e-17
        2.16232    6.05839e-17    6.13060e-17    6.17721e-17
        2.16893    5.72133e-17    5.80438e-17    5.82643e-17
        2.17553    5.33597e-17    5.43236e-17    5.42494e-17
        2.18214    5.26390e-17    5.35939e-17    5.35149e-17
        2.18874    5.15194e-17    5.24846e-17    5.23621e-17
        2.19535    4.82943e-17    4.93688e-17    4.90033e-17
        2.20195    4.94896e-17    5.04683e-17    5.02744e-17
        2.20856    5.10895e-17    5.19567e-17    5.19678e-17
        2.21516    5.75717e-17    5.81161e-17    5.87689e-17
        2.22177    5.42302e-17    5.48940e-17    5.52855e-17
        2.22837    4.88228e-17    4.97027e-17    4.96381e-17
        2.23498    4.32602e-17    4.43705e-17    4.38254e-17
        2.24158    4.83917e-17    4.92324e-17    4.92144e-17
        2.24819    4.98187e-17    5.05659e-17    5.07225e-17
        2.25480    4.77717e-17    4.85842e-17    4.85926e-17
        2.26140    4.26575e-17    4.36797e-17    4.32492e-17
        2.26801    4.23152e-17    4.33257e-17    4.29037e-17
        2.27461    4.74930e-17    4.82361e-17    4.83397e-17
        2.28122    4.69142e-17    4.76576e-17    4.77465e-17
        2.28782    4.63646e-17    4.71065e-17    4.71832e-17
        2.29443    4.72631e-17    4.79427e-17    4.81342e-17
        2.30103    5.04018e-17    5.09209e-17    5.14294e-17
        2.30764    4.86816e-17    4.92586e-17    4.96380e-17
        2.31424    4.72832e-17    4.79038e-17    4.81831e-17
        2.32085    4.68995e-17    4.75190e-17    4.77907e-17
        2.32745    5.10538e-17    5.14693e-17    5.21482e-17
        2.33406    4.87700e-17    4.92683e-17    4.97665e-17
        2.34067    4.78664e-17    4.83870e-17    4.88294e-17
        2.34727    4.95784e-17    5.00043e-17    5.06299e-17
        2.35388    4.83066e-17    4.87716e-17    4.93073e-17
        2.36048    4.70585e-17    4.75618e-17    4.80093e-17
        2.36709    4.52567e-17    4.58229e-17    4.61315e-17
        2.37369    4.26128e-17    4.32813e-17    4.33717e-17
        2.38030    4.30879e-17    4.37177e-17    4.38776e-17
        2.38690    4.40941e-17    4.46614e-17    4.49391e-17
        2.39351    4.55373e-17    4.60225e-17    4.64579e-17
        2.40011    4.53164e-17    4.57953e-17    4.62346e-17
        2.40672    4.49875e-17    4.54652e-17    4.58983e-17
        2.41332    4.35679e-17    4.40922e-17    4.44199e-17
        2.41993    4.58086e-17    4.62173e-17    4.67731e-17
        2.42654    4.79673e-17    4.82653e-17    4.90401e-17
        2.43314    4.72217e-17    4.75369e-17    4.82672e-17
        2.43975    4.51875e-17    4.55771e-17    4.61456e-17
        2.44635    4.30631e-17    4.35319e-17    4.39293e-17
        2.45296    4.16191e-17    4.21368e-17    4.24249e-17
        2.45956    4.09055e-17    4.14461e-17    4.16827e-17
        2.46617    4.14745e-17    4.19800e-17    4.22824e-17
        2.47277    4.11859e-17    4.16962e-17    4.19843e-17
        2.47938    4.01973e-17    4.07434e-17    4.09536e-17
        2.48598    4.07427e-17    4.12555e-17    4.15289e-17
        2.49259    4.13679e-17    4.18439e-17    4.21873e-17
        2.49919    4.14454e-17    4.19093e-17    4.22725e-17
        2.50580    4.07316e-17    4.12194e-17    4.15295e-17
        2.51240    4.14562e-17    4.19028e-17    4.22918e-17
        2.51901    4.14963e-17    4.19328e-17    4.23379e-17
        2.52562    4.10417e-17    4.14909e-17    4.18662e-17
        2.53222    4.07059e-17    4.11614e-17    4.15186e-17
        2.53883    3.85932e-17    3.91361e-17    3.93102e-17
        2.54543    3.90326e-17    3.95501e-17    3.97736e-17
        2.55204    4.28430e-17    4.31839e-17    4.37650e-17
        2.55864    3.95094e-17    3.99921e-17    4.02783e-17
        2.56525    4.03978e-17    4.08349e-17    4.12113e-17
        2.57185    3.88928e-17    3.93918e-17    3.96390e-17
        2.57846    4.07486e-17    4.11580e-17    4.15845e-17
        2.58506    4.52853e-17    4.54893e-17    4.63354e-17
        2.59167    4.17557e-17    4.21084e-17    4.26444e-17
        2.59827    4.07330e-17    4.11251e-17    4.15768e-17
        2.60488    4.05341e-17    4.09289e-17    4.13714e-17
        2.61149    3.96272e-17    4.00564e-17    4.04249e-17
        2.61809    4.04995e-17    4.08841e-17    4.13408e-17
        2.62470    4.29902e-17    4.32614e-17    4.39498e-17
        2.63130    4.41723e-17    4.43877e-17    4.51886e-17
        2.63791    4.39491e-17    4.41704e-17    4.49570e-17
        2.64451    4.27883e-17    4.30561e-17    4.37441e-17
        2.65112    4.21118e-17    4.24060e-17    4.30379e-17
        2.65772    4.19095e-17    4.22086e-17    4.28282e-17
        2.66433    4.04088e-17    4.07700e-17    4.12591e-17
        2.67093    3.96768e-17    4.00664e-17    4.04949e-17
        2.67754    4.00030e-17    4.03750e-17    4.08385e-17
        2.68414    4.06944e-17    4.10311e-17    4.15638e-17
        2.69075    4.10104e-17    4.13301e-17    4.18965e-17
        2.69736    4.08557e-17    4.11781e-17    4.17364e-17
        2.70396    4.08431e-17    4.11622e-17    4.17250e-17
        2.71057    4.12734e-17    4.15699e-17    4.21769e-17
        2.71717    4.08428e-17    4.11544e-17    4.17283e-17
        2.72378    4.13337e-17    4.16200e-17    4.22437e-17
        2.73038    4.26644e-17    4.28884e-17    4.36381e-17
        2.73699    4.29233e-17    4.31325e-17    4.39110e-17
        2.74359    4.21664e-17    4.24052e-17    4.31205e-17
        2.75020    4.16405e-17    4.18982e-17    4.25720e-17
        2.75680    4.09432e-17    4.12283e-17    4.18442e-17
        2.76341    4.09569e-17    4.12378e-17    4.18602e-17
        2.77001    4.13376e-17    4.15980e-17    4.22602e-17
        2.77662    4.06993e-17    4.09836e-17    4.15940e-17
        2.78323    3.98287e-17    4.01482e-17    4.06846e-17
        2.78983    3.96165e-17    3.99451e-17    4.04624e-17
        2.79644    3.96389e-17    3.99664e-17    4.04858e-17
        2.80304    3.97105e-17    4.00349e-17    4.05608e-17
        2.80965    3.94546e-17    3.97906e-17    4.02929e-17
        2.81625    3.88978e-17    3.92588e-17    3.97103e-17
        2.82286    3.83626e-17    3.87472e-17    3.91498e-17
        2.82946    3.92607e-17    3.96056e-17    4.00898e-17
        2.83607    4.08376e-17    4.11128e-17    4.17404e-17
        2.84267    3.99523e-17    4.02669e-17    4.08140e-17
        2.84928    4.01542e-17    4.04600e-17    4.10250e-17
        2.85588    3.99787e-17    4.02924e-17    4.08415e-17
        2.86249    3.95330e-17    3.98659e-17    4.03747e-17
        2.86909    3.86985e-17    3.90662e-17    3.95023e-17
        2.87570    3.94309e-17    3.97629e-17    4.02706e-17
        2.88231    3.96237e-17    3.99433e-17    4.04741e-17
        2.88891    3.92097e-17    3.95446e-17    4.00424e-17
        2.89552    3.89708e-17    3.93130e-17    3.97944e-17
        2.90212    3.94332e-17    3.97511e-17    4.02798e-17
        2.90873    3.87664e-17    3.91101e-17    3.95836e-17
        2.91533    3.84828e-17    3.88355e-17    3.92883e-17
        2.92194    3.80818e-17    3.84494e-17    3.88704e-17
        2.92854    3.86820e-17    3.90188e-17    3.95003e-17
        2.93515    3.84376e-17    3.87821e-17    3.92459e-17
        2.94175    3.84573e-17    3.87975e-17    3.92682e-17
        2.94836    3.83004e-17    3.86451e-17    3.91052e-17
        2.95496    3.82382e-17    3.85878e-17    3.90392e-17
        2.96157    3.94093e-17    3.97090e-17    4.02640e-17
        2.96818    4.01178e-17    4.03886e-17    4.10046e-17
        2.97478    4.00641e-17    4.03393e-17    4.09475e-17
        2.98139    3.98841e-17    4.01690e-17    4.07581e-17
        2.98799    3.90553e-17    3.93792e-17    3.98897e-17
        2.99460    3.74385e-17    3.78358e-17    3.81961e-17
        3.00120    3.77145e-17    3.81016e-17    3.84841e-17
        3.00781    3.72522e-17    3.76625e-17    3.79988e-17
        3.01441    3.86746e-17    3.90232e-17    3.94869e-17
        3.02102    3.83930e-17    3.87568e-17    3.91910e-17
        3.02762    3.87703e-17    3.91195e-17    3.95850e-17
        3.03423    3.86003e-17    3.89577e-17    3.94064e-17
        3.04083    3.79977e-17    3.83832e-17    3.87759e-17
        3.04744    3.70550e-17    3.74830e-17    3.77888e-17
        3.05405    3.83254e-17    3.86967e-17    3.91180e-17
        3.06065    3.83142e-17    3.86864e-17    3.91061e-17
        3.06726    3.82573e-17    3.86326e-17    3.90463e-17
        3.07386    3.89433e-17    3.92888e-17    3.97645e-17
        3.08047    3.79701e-17    3.83594e-17    3.87457e-17
        3.08707    3.88367e-17    3.91876e-17    3.96523e-17
        3.09368    3.88814e-17    3.92309e-17    3.96989e-17
        3.10028    3.77920e-17    3.81904e-17    3.85584e-17
        3.10689    3.88362e-17    3.91887e-17    3.96511e-17
        3.11349    3.79379e-17    3.83307e-17    3.87109e-17
        3.12010    3.78262e-17    3.82223e-17    3.85946e-17
        3.12670    3.72633e-17    3.76832e-17    3.80056e-17
        3.13331    3.71776e-17    3.76001e-17    3.79168e-17
        3.13991    3.74696e-17    3.78771e-17    3.82230e-17
        3.14652    3.63702e-17    3.68258e-17    3.70727e-17
        3.15313    3.68939e-17    3.73250e-17    3.76220e-17
        3.15973    3.73256e-17    3.77358e-17    3.80741e-17
        3.16634    3.71178e-17    3.75363e-17    3.78576e-17
        3.17294    3.69133e-17    3.73396e-17    3.76443e-17
        3.17955    3.70610e-17    3.74794e-17    3.77995e-17
        3.18615    3.76650e-17    3.80544e-17    3.84322e-17
        3.19276    3.68800e-17    3.73037e-17    3.76113e-17
        3.19936    3.68227e-17    3.72491e-17    3.75511e-17
        3.20597    3.70424e-17    3.74600e-17    3.77809e-17
        3.21257    3.68051e-17    3.72336e-17    3.75320e-17
        3.21918    3.71038e-17    3.75199e-17    3.78443e-17
        3.22578    3.79558e-17    3.83346e-17    3.87360e-17
        3.23239    3.79969e-17    3.83748e-17    3.87788e-17
        3.23900    3.79713e-17    3.83509e-17    3.87515e-17
        3.24560    3.75905e-17    3.79870e-17    3.83523e-17
        3.25221    3.55015e-17    3.59924e-17    3.61649e-17
        3.25881    3.68770e-17    3.73076e-17    3.76049e-17
        3.26542    3.70319e-17    3.74566e-17    3.77667e-17
        3.27202    3.82053e-17    3.85782e-17    3.89942e-17
        3.27863    3.98962e-17    4.01949e-17    4.07639e-17
        3.28523    3.73810e-17    3.77919e-17    3.81306e-17
        3.29184    3.79789e-17    3.83645e-17    3.87565e-17
        3.29844    3.77607e-17    3.81564e-17    3.85275e-17
        3.30505    3.80125e-17    3.83984e-17    3.87908e-17
        3.31165    3.81037e-17    3.84863e-17    3.88856e-17
        3.31826    3.79223e-17    3.83138e-17    3.86955e-17
