#Good  SNR  Sigma  LineFlux  Cont  SBR  EW_Obs  Score
1  6.526974  4.470447  0.000000  0.000000  6.526974  28.521359  6.259596
1  5.219380  2.687055  0.000000  0.000000  5.219380  18.737432  3.511326
1  6.067859  2.060975  0.000000  0.000000  6.067859  11.973030  3.410584
1  6.740797  3.256985  0.000000  0.000000  6.740797  40.053492  7.447220
1  4.964054  2.770000  0.000000  0.000000  4.964054  32.569649  2.480715
1  3.529803  2.803480  0.000000  0.000000  3.529803  19.551728  2.170044
1  3.008142  3.141213  0.000000  0.000000  3.008142  27.262712  2.209108
1  4.817641  3.386335  0.000000  0.000000  4.817641  21.062122  3.175906
1  4.467460  3.310869  0.000000  0.000000  4.467460  16.542027  2.422587
1  5.380783  2.260157  0.000000  0.000000  5.380783  23.287120  2.702864
1  5.452905  2.910396  0.000000  0.000000  5.452905  32.946513  3.780893
1  5.095165  3.886988  0.000000  0.000000  5.095165  18.443077  3.976716
1  6.185598  3.823958  0.000000  0.000000  6.185598  25.580169  4.564710
1  4.300997  4.417775  0.000000  0.000000  4.300997  15.886033  2.727434
1  7.158338  2.574385  0.000000  0.000000  7.158338  20.078466  4.876467
1  8.000630  2.783919  0.000000  0.000000  8.000630  26.794193  4.059111
1  6.749459  1.749787  0.000000  0.000000  6.749459  23.564599  2.413857
1  9.221805  1.724219  0.000000  0.000000  9.221805  21.626152  3.201881
1  5.857763  2.242639  0.000000  0.000000  5.857763  28.105401  5.314592
1  6.771243  3.979865  0.000000  0.000000  6.771243  32.089464  6.118852
1  4.397203  2.006440  0.000000  0.000000  4.397203  15.194262  2.272008
1  3.694563  3.252512  0.000000  0.000000  3.694563  16.697777  2.511058
1  4.243710  3.547681  0.000000  0.000000  4.243710  19.361591  2.635796
1  5.207537  3.447825  0.000000  0.000000  5.207537  21.678864  3.946783
1  4.904028  3.186049  0.000000  0.000000  4.904028  27.730754  2.772993
1  4.816600  4.310551  0.000000  0.000000  4.816600  18.737809  3.310660
1  4.559394  3.901759  0.000000  0.000000  4.559394  23.644845  3.392116
1  5.846907  3.927506  0.000000  0.000000  5.846907  30.193567  5.801133
1  4.237732  3.593993  0.000000  0.000000  4.237732  22.097007  2.467408
1  10.616830  2.270479  0.000000  0.000000  10.616830  16.334854  6.797194
1  8.070772  2.034167  0.000000  0.000000  8.070772  23.158792  5.999027
1  6.158428  2.816224  0.000000  0.000000  6.158428  25.685435  4.770674
1  4.505418  3.183058  0.000000  0.000000  4.505418  19.550098  2.389838
1  5.793792  2.893188  0.000000  0.000000  5.793792  19.504635  4.602784
1  11.012898  1.999936  0.000000  0.000000  11.012898  37.006066  6.145845
1  5.304514  3.103005  0.000000  0.000000  5.304514  24.080430  3.175442
1  5.731502  2.789777  0.000000  0.000000  5.731502  17.416259  3.382787
1  5.757529  2.182006  0.000000  0.000000  5.757529  10.207709  2.113178
1  4.918301  2.744821  0.000000  0.000000  4.918301  20.614850  2.910791
1  10.908076  8.736059  0.000000  0.000000  10.908076  125.824707  12.634451
1  4.158428  2.500152  0.000000  0.000000  4.158428  16.594117  2.694175
1  6.841131  2.961447  0.000000  0.000000  6.841131  35.243074  7.495083
1  4.159628  4.193006  0.000000  0.000000  4.159628  23.477974  3.757696
1  4.905501  2.222813  0.000000  0.000000  4.905501  18.414869  3.244956
1  4.105075  4.695071  0.000000  0.000000  4.105075  25.967099  3.767906
1  6.750995  4.851550  0.000000  0.000000  6.750995  23.390118  4.424873
1  8.667267  2.227320  0.000000  0.000000  8.667267  24.865938  5.441240
1  5.088510  5.439630  0.000000  0.000000  5.088510  20.587170  4.849334
1  6.491872  2.747627  0.000000  0.000000  6.491872  20.976172  4.257983
1  8.225649  2.107937  0.000000  0.000000  8.225649  14.493176  5.463570
1  6.087557  4.446894  0.000000  0.000000  6.087557  40.876729  4.102697
1  10.560315  2.002706  0.000000  0.000000  10.560315  27.570887  9.325995
1  3.928198  4.047267  0.000000  0.000000  3.928198  22.653988  2.295190
1  5.258680  3.159110  0.000000  0.000000  5.258680  21.498702  3.197998
1  5.718789  3.068394  0.000000  0.000000  5.718789  33.863361  4.051575
1  5.327038  3.402651  0.000000  0.000000  5.327038  15.394373  2.488047
1  5.114252  2.270766  0.000000  0.000000  5.114252  19.858482  2.705490
1  3.325305  3.074505  0.000000  0.000000  3.325305  18.012493  2.072230
1  4.886483  2.712742  0.000000  0.000000  4.886483  23.676830  4.196915
1  4.681027  3.670835  0.000000  0.000000  4.681027  22.509807  3.209078
1  4.147312  3.315071  0.000000  0.000000  4.147312  16.500541  2.224520
1  5.711527  2.553758  0.000000  0.000000  5.711527  21.771415  3.949284
1  6.713193  2.416408  0.000000  0.000000  6.713193  17.657965  4.284898
1  5.726515  4.150827  0.000000  0.000000  5.726515  50.225392  4.953721
1  6.004332  3.039270  0.000000  0.000000  6.004332  23.191678  5.241004
1  7.207032  2.983120  0.000000  0.000000  7.207032  21.602133  5.350529
1  13.931656  2.395904  0.000000  0.000000  13.931656  26.935954  9.901566
1  4.373568  1.991570  0.000000  0.000000  4.373568  14.490446  3.493034
1  5.493016  2.593696  0.000000  0.000000  5.493016  27.558061  4.444708
1  4.568617  2.827751  0.000000  0.000000  4.568617  15.870357  2.394124
1  5.632945  2.294602  0.000000  0.000000  5.632945  12.502653  2.374266
1  4.894449  3.050331  0.000000  0.000000  4.894449  16.040373  3.117310
1  6.289736  2.577666  0.000000  0.000000  6.289736  28.014765  2.688522
1  5.768991  2.549802  0.000000  0.000000  5.768991  30.111157  4.217079
1  5.416691  2.182286  0.000000  0.000000  5.416691  14.112599  2.846718
1  5.865055  2.454574  0.000000  0.000000  5.865055  17.199008  3.294582
1  8.061840  2.833497  0.000000  0.000000  8.061840  21.012070  6.758590
1  6.829209  3.420613  0.000000  0.000000  6.829209  42.292422  6.646950
1  3.525529  3.152773  0.000000  0.000000  3.525529  17.739721  2.188345
1  8.720774  3.521707  0.000000  0.000000  8.720774  30.554203  7.694129
1  4.641487  2.363411  0.000000  0.000000  4.641487  30.661853  2.260918
1  6.335045  5.400102  0.000000  0.000000  6.335045  47.044958  7.225452
1  4.054794  2.679032  0.000000  0.000000  4.054794  18.337397  2.173048
1  6.124585  4.447098  0.000000  0.000000  6.124585  31.814946  4.639086
1  6.550697  1.523059  0.000000  0.000000  6.550697  32.879585  2.079440
1  4.962032  4.984740  0.000000  0.000000  4.962032  28.766925  3.774103
1  5.147067  2.964386  0.000000  0.000000  5.147067  23.026062  3.132650
1  5.190870  1.973146  0.000000  0.000000  5.190870  16.677118  2.939678
1  4.656264  2.396239  0.000000  0.000000  4.656264  35.503664  2.767423
1  5.298929  1.670844  0.000000  0.000000  5.298929  16.082484  2.222859
1  5.985374  2.832083  0.000000  0.000000  5.985374  30.029290  5.085410
1  4.312699  3.355308  0.000000  0.000000  4.312699  21.850008  3.019713
1  3.688626  3.184026  0.000000  0.000000  3.688626  11.700267  2.395062
1  6.327252  3.676435  0.000000  0.000000  6.327252  25.505844  6.241754
1  5.445837  3.863268  0.000000  0.000000  5.445837  39.425051  5.651009
1  4.469104  2.633320  0.000000  0.000000  4.469104  14.606030  3.001687
1  5.668389  3.634104  0.000000  0.000000  5.668389  24.417254  5.503420
1  8.445841  5.973431  0.000000  0.000000  8.445841  89.976545  13.380998
1  6.379712  3.243898  0.000000  0.000000  6.379712  37.655484  5.265999
1  5.354144  1.836745  0.000000  0.000000  5.354144  12.782569  2.352118
1  4.916780  3.260458  0.000000  0.000000  4.916780  25.860633  3.904488
1  3.854969  3.616975  0.000000  0.000000  3.854969  23.559647  3.310534
1  4.179455  2.068931  0.000000  0.000000  4.179455  13.707670  2.054356
1  4.504226  2.828398  0.000000  0.000000  4.504226  14.520101  2.091801
1  10.669519  2.154224  0.000000  0.000000  10.669519  29.624411  7.214811
1  4.393523  3.087995  0.000000  0.000000  4.393523  26.198703  3.500165
1  5.666740  3.290154  0.000000  0.000000  5.666740  20.645481  2.483082
1  7.829354  2.284593  0.000000  0.000000  7.829354  31.858092  4.326259
1  5.644500  1.996714  0.000000  0.000000  5.644500  45.798207  3.856897
1  4.695412  3.409178  0.000000  0.000000  4.695412  21.453154  3.458534
1  4.230943  2.564712  0.000000  0.000000  4.230943  17.165025  3.200187
1  7.979031  1.665679  0.000000  0.000000  7.979031  22.613058  2.659057
1  8.017304  2.763831  0.000000  0.000000  8.017304  27.552641  4.109385
1  5.883002  3.564069  0.000000  0.000000  5.883002  21.459226  4.859249
1  6.861174  2.050432  0.000000  0.000000  6.861174  15.873959  2.467463
1  7.485303  1.797639  0.000000  0.000000  7.485303  27.260396  3.273900
1  4.143339  4.497463  0.000000  0.000000  4.143339  16.992220  2.618214
1  5.570063  2.490955  0.000000  0.000000  5.570063  19.807823  2.532021
1  4.013212  3.226290  0.000000  0.000000  4.013212  16.001644  2.640373
1  4.693424  3.606700  0.000000  0.000000  4.693424  27.830691  3.104355
1  7.353487  2.371257  0.000000  0.000000  7.353487  24.251990  3.999414
1  5.076201  3.839466  0.000000  0.000000  5.076201  23.671255  3.357020
1  7.343378  2.142674  0.000000  0.000000  7.343378  25.810127  6.286077
1  4.950186  2.180738  0.000000  0.000000  4.950186  20.533232  4.649099
1  5.583322  2.007852  0.000000  0.000000  5.583322  25.270128  2.098308
1  5.768361  3.176211  0.000000  0.000000  5.768361  19.487228  4.014190
1  5.353357  1.854214  0.000000  0.000000  5.353357  16.035731  2.527697
1  4.910052  2.963626  0.000000  0.000000  4.910052  16.152064  3.927340
1  8.337918  3.183314  0.000000  0.000000  8.337918  31.805029  8.704085
1  3.661422  2.114585  0.000000  0.000000  3.661422  15.956689  2.217873
1  4.170684  2.447508  0.000000  0.000000  4.170684  21.068649  2.735593
1  4.789332  2.941115  0.000000  0.000000  4.789332  21.541135  2.092599
1  7.092003  2.071513  0.000000  0.000000  7.092003  18.721165  3.004643
1  6.887020  4.425281  0.000000  0.000000  6.887020  33.170921  7.291533
1  7.982903  2.637614  0.000000  0.000000  7.982903  22.559792  5.271292
1  4.571883  3.171802  0.000000  0.000000  4.571883  29.609810  2.856501
1  4.458773  5.041855  0.000000  0.000000  4.458773  26.456053  2.737870
1  3.727548  2.227505  0.000000  0.000000  3.727548  18.460605  2.372214
1  6.227568  2.150664  0.000000  0.000000  6.227568  12.296041  4.042096
1  4.104950  3.256231  0.000000  0.000000  4.104950  19.191671  2.714570
1  6.979352  2.493961  0.000000  0.000000  6.979352  34.342336  4.200912
1  3.715233  5.273108  0.000000  0.000000  3.715233  22.911687  2.277509
1  4.243318  3.527883  0.000000  0.000000  4.243318  23.954802  2.966895
1  4.080222  3.444088  0.000000  0.000000  4.080222  27.693416  2.686587
1  6.622302  1.910145  0.000000  0.000000  6.622302  16.834075  4.803209
1  5.467201  2.723338  0.000000  0.000000  5.467201  42.581077  3.554781
1  5.569221  1.801238  0.000000  0.000000  5.569221  12.977059  2.284129
1  6.354808  2.538326  0.000000  0.000000  6.354808  17.837552  3.794625
1  5.009740  4.316090  0.000000  0.000000  5.009740  46.450240  5.248481
1  6.514451  3.680801  0.000000  0.000000  6.514451  88.348369  5.844051
1  3.995567  3.300993  0.000000  0.000000  3.995567  18.605234  2.605728
1  3.260017  2.532737  0.000000  0.000000  3.260017  18.451918  2.370784
1  4.219852  3.420904  0.000000  0.000000  4.219852  24.453726  3.144809
1  8.724950  1.838876  0.000000  0.000000  8.724950  18.447597  3.837664
1  8.486842  2.035508  0.000000  0.000000  8.486842  17.979697  3.236035
1  7.530839  2.882829  0.000000  0.000000  7.530839  23.249923  5.198962
1  5.843792  2.068533  0.000000  0.000000  5.843792  36.336019  3.487978
1  8.409332  1.475028  0.000000  0.000000  8.409332  30.073848  2.101190
1  5.345570  3.413858  0.000000  0.000000  5.345570  17.484878  4.202298
1  4.179094  3.493245  0.000000  0.000000  4.179094  20.796339  2.489487
1  6.501813  2.046638  0.000000  0.000000  6.501813  18.219178  3.127111
1  4.919868  2.485998  0.000000  0.000000  4.919868  26.866253  3.483246
1  4.963815  3.116092  0.000000  0.000000  4.963815  17.063751  3.473421
1  3.633295  3.078386  0.000000  0.000000  3.633295  18.644599  2.653268
1  5.690421  2.816547  0.000000  0.000000  5.690421  34.092400  4.121388
1  8.259240  2.089891  0.000000  0.000000  8.259240  22.325763  6.682843
1  5.669440  1.786302  0.000000  0.000000  5.669440  12.883213  2.505334
1  5.492679  1.824162  0.000000  0.000000  5.492679  12.220700  2.950259
1  6.263751  2.820703  0.000000  0.000000  6.263751  17.779176  4.145319
1  5.930607  2.255751  0.000000  0.000000  5.930607  22.862856  4.048785
1  9.931025  1.726750  0.000000  0.000000  9.931025  11.975004  4.956169
1  9.177340  1.952404  0.000000  0.000000  9.177340  17.665157  4.538707
1  7.056556  1.461707  0.000000  0.000000  7.056556  13.569915  2.076781
1  7.380938  5.556245  0.000000  0.000000  7.380938  56.971735  5.922336
1  7.230116  2.453198  0.000000  0.000000  7.230116  30.760139  4.334322
1  5.479745  1.996633  0.000000  0.000000  5.479745  22.173786  3.770377
1  4.307801  2.948589  0.000000  0.000000  4.307801  14.640490  2.531776
1  5.650467  2.314548  0.000000  0.000000  5.650467  15.450757  3.785518
1  4.362200  5.404036  0.000000  0.000000  4.362200  25.533607  2.995256
1  11.237175  2.035603  0.000000  0.000000  11.237175  21.874725  6.039246
1  7.608299  2.540947  0.000000  0.000000  7.608299  17.453359  4.622186
1  4.144808  3.507381  0.000000  0.000000  4.144808  16.188565  2.885299
1  3.390588  3.606348  0.000000  0.000000  3.390588  19.833354  2.033062
1  5.403724  3.149529  0.000000  0.000000  5.403724  19.431514  3.465757
1  5.545091  3.436028  0.000000  0.000000  5.545091  34.003265  4.051351
1  3.887688  3.682827  0.000000  0.000000  3.887688  16.980601  2.387609
1  7.610946  5.677224  0.000000  0.000000  7.610946  100.410982  7.948858
1  4.091666  3.512855  0.000000  0.000000  4.091666  17.754068  2.293400
1  3.971023  3.057110  0.000000  0.000000  3.971023  17.455052  2.225159
1  4.654306  2.631157  0.000000  0.000000  4.654306  17.441717  4.070088
1  4.803500  5.410629  0.000000  0.000000  4.803500  22.107598  2.984623
1  7.357649  3.545698  0.000000  0.000000  7.357649  41.932726  5.898566
1  8.350670  1.572654  0.000000  0.000000  8.350670  14.771273  2.043196
1  3.812933  2.860199  0.000000  0.000000  3.812933  11.244603  2.889162
1  5.486457  4.471063  0.000000  0.000000  5.486457  25.556360  2.773719
1  5.753794  4.515809  0.000000  0.000000  5.753794  59.198322  6.448529
1  4.479427  3.076873  0.000000  0.000000  4.479427  13.882305  2.409686
1  5.597069  2.567322  0.000000  0.000000  5.597069  18.059451  3.156304
1  5.776603  3.194300  0.000000  0.000000  5.776603  16.953768  2.767142
1  6.189213  2.082919  0.000000  0.000000  6.189213  19.146750  4.440360
1  10.036803  1.825680  0.000000  0.000000  10.036803  17.730611  3.921589
1  4.724700  2.417089  0.000000  0.000000  4.724700  15.180428  3.491468
1  5.851185  2.355008  0.000000  0.000000  5.851185  18.078274  4.302175
