#Good  SNR  Sigma  LineFlux  Cont  SBR  EW_Obs  Score
1  4.815748  2.953700  0.000000  0.000000  4.815748  17.450664  2.782559
1  6.126579  3.198993  0.000000  0.000000  6.126579  22.065581  4.192864
1  6.322421  3.076351  0.000000  0.000000  6.322421  23.419881  3.848200
1  4.827245  2.409498  0.000000  0.000000  4.827245  20.843359  3.374546
1  4.000510  3.438303  0.000000  0.000000  4.000510  17.197872  2.571246
1  5.072263  3.631849  0.000000  0.000000  5.072263  17.021689  3.032455
1  4.265253  3.670644  0.000000  0.000000  4.265253  20.183739  2.738698
1  4.654500  3.372962  0.000000  0.000000  4.654500  17.731798  2.298994
1  4.885259  4.140071  0.000000  0.000000  4.885259  26.716423  2.959042
1  9.306195  1.497680  0.000000  0.000000  9.306195  18.172663  4.043312
1  6.418174  3.132441  0.000000  0.000000  6.418174  17.685697  4.601004
1  6.139683  2.252684  0.000000  0.000000  6.139683  27.661584  5.917164
1  7.250449  2.108366  0.000000  0.000000  7.250449  25.022618  6.077413
1  4.617904  3.232618  0.000000  0.000000  4.617904  17.565597  3.400092
1  4.604814  3.532157  0.000000  0.000000  4.604814  23.388710  2.969873
1  3.976751  1.986227  0.000000  0.000000  3.976751  17.281937  2.299988
1  3.741355  3.037680  0.000000  0.000000  3.741355  23.831526  3.145407
1  5.456843  2.857321  0.000000  0.000000  5.456843  25.640426  3.026637
1  6.086108  2.136252  0.000000  0.000000  6.086108  14.769130  2.214870
1  6.690400  3.666867  0.000000  0.000000  6.690400  41.744635  5.290255
1  5.906047  2.421511  0.000000  0.000000  5.906047  18.439379  4.568386
1  8.949859  4.030391  0.000000  0.000000  8.949859  58.179053  11.355927
1  4.932069  2.901039  0.000000  0.000000  4.932069  17.168714  2.770682
1  4.728784  3.071591  0.000000  0.000000  4.728784  24.302611  2.658938
1  4.721647  4.617873  0.000000  0.000000  4.721647  25.818681  3.232856
1  5.269877  3.622000  0.000000  0.000000  5.269877  25.357512  4.087825
1  5.701116  3.200776  0.000000  0.000000  5.701116  39.077825  6.199431
1  4.983664  3.955962  0.000000  0.000000  4.983664  24.387285  3.342360
1  10.191370  2.066956  0.000000  0.000000  10.191370  28.129261  6.488850
1  5.480930  2.254645  0.000000  0.000000  5.480930  23.129434  2.854729
1  6.854174  2.744653  0.000000  0.000000  6.854174  25.852863  5.228984
1  8.290281  5.783030  0.000000  0.000000  8.290281  69.775879  10.583159
1  8.653685  1.727506  0.000000  0.000000  8.653685  20.038110  4.651351
1  4.794277  2.357785  0.000000  0.000000  4.794277  17.875739  3.765639
1  8.428538  4.263585  0.000000  0.000000  8.428538  31.964789  5.549314
1  6.937577  2.161670  0.000000  0.000000  6.937577  25.033074  3.841906
1  6.065925  2.725979  0.000000  0.000000  6.065925  19.814048  4.713353
1  3.961574  2.480254  0.000000  0.000000  3.961574  14.527572  2.744569
1  4.253038  3.484541  0.000000  0.000000  4.253038  22.698095  3.083530
1  6.820664  2.193115  0.000000  0.000000  6.820664  48.042446  8.459728
1  8.104036  1.713551  0.000000  0.000000  8.104036  18.252104  5.069963
1  4.516183  3.920692  0.000000  0.000000  4.516183  31.264405  2.774783
1  14.634850  1.607271  0.000000  0.000000  14.634850  16.609739  4.272270
1  7.710053  2.084666  0.000000  0.000000  7.710053  20.982508  4.340062
1  5.142524  3.715202  0.000000  0.000000  5.142524  21.173816  3.499624
1  4.597733  2.536292  0.000000  0.000000  4.597733  12.983508  2.255862
1  5.966425  2.515123  0.000000  0.000000  5.966425  27.706362  2.946884
1  6.115286  3.825516  0.000000  0.000000  6.115286  27.703748  5.504594
1  3.472559  2.832271  0.000000  0.000000  3.472559  20.379455  2.764305
1  8.068636  1.642979  0.000000  0.000000  8.068636  17.227661  3.085678
1  5.182612  2.213140  0.000000  0.000000  5.182612  11.626302  2.426345
1  5.223977  3.605232  0.000000  0.000000  5.223977  20.980482  4.707217
1  3.365309  3.196836  0.000000  0.000000  3.365309  18.561163  2.399460
1  3.670393  2.593034  0.000000  0.000000  3.670393  15.773872  2.521373
1  5.549964  2.193306  0.000000  0.000000  5.549964  12.727699  2.554103
1  6.665785  2.545911  0.000000  0.000000  6.665785  26.392047  6.697268
1  6.957390  1.510423  0.000000  0.000000  6.957390  12.084388  2.521695
1  6.052954  2.877055  0.000000  0.000000  6.052954  22.169896  3.640004
1  5.222442  3.541918  0.000000  0.000000  5.222442  24.615499  4.764796
1  7.013367  1.896189  0.000000  0.000000  7.013367  24.809258  3.710969
1  4.119987  5.747097  0.000000  0.000000  4.119987  25.162159  4.621294
1  4.631641  3.078471  0.000000  0.000000  4.631641  16.131757  2.584314
1  4.724387  5.331662  0.000000  0.000000  4.724387  25.796852  2.056707
1  5.959278  2.332643  0.000000  0.000000  5.959278  18.421704  4.656959
1  7.104640  2.757328  0.000000  0.000000  7.104640  34.898595  4.846122
1  4.645804  3.784960  0.000000  0.000000  4.645804  29.121550  5.086814
1  7.143391  2.545919  0.000000  0.000000  7.143391  15.498428  4.379569
1  5.755594  2.708355  0.000000  0.000000  5.755594  24.087627  2.981359
1  7.732834  6.235461  0.000000  0.000000  7.732834  55.728720  8.064224
1  5.574355  3.162634  0.000000  0.000000  5.574355  18.057058  5.112751
1  7.027463  1.885889  0.000000  0.000000  7.027463  26.685415  5.204310
1  4.908945  5.177746  0.000000  0.000000  4.908945  25.655392  3.184776
1  5.252123  3.175000  0.000000  0.000000  5.252123  21.357921  4.176184
1  7.619555  2.589697  0.000000  0.000000  7.619555  24.304456  4.711421
1  5.998885  3.145277  0.000000  0.000000  5.998885  40.544755  7.627324
1  5.820375  3.432314  0.000000  0.000000  5.820375  27.016410  6.183067
1  5.905175  4.374794  0.000000  0.000000  5.905175  36.741677  5.662416
1  3.579367  2.629564  0.000000  0.000000  3.579367  14.479559  2.423576
1  5.434090  5.132457  0.000000  0.000000  5.434090  25.552769  2.424560
1  5.553220  3.609737  0.000000  0.000000  5.553220  25.288034  3.768325
1  8.161285  2.339557  0.000000  0.000000  8.161285  19.470981  5.470083
1  6.179964  2.674137  0.000000  0.000000  6.179964  22.892536  4.192905
1  17.364333  1.714594  0.000000  0.000000  17.364333  16.556045  5.856798
1  7.445837  1.830281  0.000000  0.000000  7.445837  13.212239  3.707845
1  4.897779  2.762765  0.000000  0.000000  4.897779  20.944717  3.439383
1  4.888634  3.035372  0.000000  0.000000  4.888634  26.523383  4.199163
1  3.785347  2.530148  0.000000  0.000000  3.785347  13.398851  2.178827
1  6.529170  1.593926  0.000000  0.000000  6.529170  22.239562  2.634727
1  4.245470  2.430823  0.000000  0.000000  4.245470  17.128503  2.082710
1  6.912732  3.411320  0.000000  0.000000  6.912732  25.138207  6.988446
1  4.891253  2.539185  0.000000  0.000000  4.891253  22.897558  3.889018
1  5.306836  2.320681  0.000000  0.000000  5.306836  22.397289  2.632821
1  6.554473  3.081797  0.000000  0.000000  6.554473  25.140053  6.301864
1  3.956675  2.391535  0.000000  0.000000  3.956675  12.207914  2.272398
1  7.440122  1.751426  0.000000  0.000000  7.440122  16.379079  2.145427
1  5.900857  1.885074  0.000000  0.000000  5.900857  27.529130  2.271270
1  4.736384  2.666785  0.000000  0.000000  4.736384  16.750807  3.292946
1  6.144144  2.067674  0.000000  0.000000  6.144144  15.072597  2.792325
1  5.609157  1.628455  0.000000  0.000000  5.609157  16.812106  2.323096
1  4.641217  2.660705  0.000000  0.000000  4.641217  24.000454  3.938573
1  6.759982  2.962344  0.000000  0.000000  6.759982  18.632900  3.958321
1  5.051587  3.609949  0.000000  0.000000  5.051587  26.525992  3.461162
1  9.628174  3.918566  0.000000  0.000000  9.628174  50.009129  12.895011
1  5.601468  2.320709  0.000000  0.000000  5.601468  32.226921  3.405943
1  3.557637  3.244552  0.000000  0.000000  3.557637  12.151196  2.058729
1  10.474948  1.654578  0.000000  0.000000  10.474948  26.084004  4.784636
1  4.674437  2.504832  0.000000  0.000000  4.674437  27.548572  2.280625
1  6.919668  2.059355  0.000000  0.000000  6.919668  11.415213  2.933295
1  3.797797  2.548515  0.000000  0.000000  3.797797  12.741908  2.561091
1  6.309584  2.733805  0.000000  0.000000  6.309584  21.278828  3.923272
1  6.260464  1.692621  0.000000  0.000000  6.260464  20.834971  2.088055
1  7.057443  1.880316  0.000000  0.000000  7.057443  23.279464  3.157412
1  5.797998  2.362974  0.000000  0.000000  5.797998  17.981732  3.401277
1  5.259131  4.722502  0.000000  0.000000  5.259131  24.652100  3.331764
1  4.822757  4.507938  0.000000  0.000000  4.822757  30.960540  3.274771
1  8.944634  2.153513  0.000000  0.000000  8.944634  15.183216  5.881686
1  3.966184  2.318776  0.000000  0.000000  3.966184  14.763853  2.433537
1  4.622742  2.895410  0.000000  0.000000  4.622742  19.846825  3.500262
1  4.195962  3.147478  0.000000  0.000000  4.195962  19.999670  2.095229
1  3.998281  4.373683  0.000000  0.000000  3.998281  26.539280  3.852332
1  4.338316  2.818573  0.000000  0.000000  4.338316  14.754982  2.971605
1  4.730226  3.848610  0.000000  0.000000  4.730226  29.466774  3.518109
1  5.718571  3.806019  0.000000  0.000000  5.718571  40.197364  5.865074
1  8.946862  3.230519  0.000000  0.000000  8.946862  39.759046  9.293373
1  5.256669  3.016847  0.000000  0.000000  5.256669  23.923185  3.335624
1  6.037231  2.506498  0.000000  0.000000  6.037231  21.616957  3.249747
1  5.025798  2.072137  0.000000  0.000000  5.025798  29.002193  2.441962
1  6.167583  3.573539  0.000000  0.000000  6.167583  32.186402  5.275433
1  4.638375  2.967962  0.000000  0.000000  4.638375  16.308496  2.856021
1  6.844587  4.793246  0.000000  0.000000  6.844587  45.536958  6.439900
1  8.343082  2.477077  0.000000  0.000000  8.343082  25.083531  6.646772
1  4.475358  2.756716  0.000000  0.000000  4.475358  16.244787  2.063918
1  4.684295  3.183047  0.000000  0.000000  4.684295  32.660875  2.986758
1  3.360590  2.693953  0.000000  0.000000  3.360590  13.361582  2.180914
1  3.831921  4.230659  0.000000  0.000000  3.831921  15.861525  3.290046
1  6.232637  3.315008  0.000000  0.000000  6.232637  18.797435  3.370191
1  4.157193  6.553891  0.000000  0.000000  4.157193  37.080477  2.403396
1  7.969195  1.751257  0.000000  0.000000  7.969195  23.793802  4.527109
1  4.974600  2.363274  0.000000  0.000000  4.974600  15.630069  2.787441
1  8.808057  2.103994  0.000000  0.000000  8.808057  25.306717  5.880985
1  3.723679  3.575957  0.000000  0.000000  3.723679  18.586267  2.240402
1  6.506199  3.700034  0.000000  0.000000  6.506199  29.831754  4.452938
1  6.935277  4.963206  0.000000  0.000000  6.935277  44.813395  6.475537
1  4.207940  2.297903  0.000000  0.000000  4.207940  14.793856  2.993485
1  5.434474  5.984265  0.000000  0.000000  5.434474  62.512005  5.901872
1  6.570675  3.981662  0.000000  0.000000  6.570675  58.891767  4.974501
1  5.052252  2.349138  0.000000  0.000000  5.052252  23.707284  3.109525
1  5.814653  2.134303  0.000000  0.000000  5.814653  16.828427  2.458530
1  4.265325  3.450375  0.000000  0.000000  4.265325  18.501577  3.033168
1  6.143996  2.909996  0.000000  0.000000  6.143996  19.012200  3.632370
1  5.126076  3.255618  0.000000  0.000000  5.126076  16.989074  2.825555
1  5.675541  2.740320  0.000000  0.000000  5.675541  33.602187  4.849489
1  3.701640  4.441906  0.000000  0.000000  3.701640  30.745116  2.941937
1  8.836753  2.493467  0.000000  0.000000  8.836753  24.100560  7.210740
1  4.182609  2.746661  0.000000  0.000000  4.182609  27.402090  2.196753
1  4.945666  3.043148  0.000000  0.000000  4.945666  15.864872  4.192592
1  4.687561  3.650077  0.000000  0.000000  4.687561  31.317306  2.524149
1  4.441601  4.370455  0.000000  0.000000  4.441601  19.230328  4.465972
1  8.068556  2.069542  0.000000  0.000000  8.068556  11.645450  4.369219
1  6.224305  1.988726  0.000000  0.000000  6.224305  11.933989  3.116151
1  8.696008  4.182760  0.000000  0.000000  8.696008  45.721679  7.841695
1  10.886097  1.985624  0.000000  0.000000  10.886097  17.698345  8.354419
1  5.661516  1.920713  0.000000  0.000000  5.661516  21.304296  2.326427
1  3.511736  3.000306  0.000000  0.000000  3.511736  13.172083  2.183175
1  5.566960  2.620439  0.000000  0.000000  5.566960  22.877861  2.773817
1  4.190392  3.208489  0.000000  0.000000  4.190392  18.776745  2.230590
1  4.365430  2.502511  0.000000  0.000000  4.365430  23.327586  2.495006
1  9.246321  1.934853  0.000000  0.000000  9.246321  13.774262  3.933565
1  3.953842  3.083949  0.000000  0.000000  3.953842  17.835604  3.243468
1  4.516654  2.664422  0.000000  0.000000  4.516654  24.311554  3.858958
1  4.757540  4.319359  0.000000  0.000000  4.757540  40.441121  3.810429
1  3.796561  3.639692  0.000000  0.000000  3.796561  25.953104  2.500554
1  5.892910  2.637476  0.000000  0.000000  5.892910  17.998626  4.238698
1  4.536989  2.834475  0.000000  0.000000  4.536989  20.481713  2.403753
1  5.870928  4.144846  0.000000  0.000000  5.870928  24.777079  5.231379
1  4.728745  2.564538  0.000000  0.000000  4.728745  20.480746  2.647334
1  8.835112  1.765650  0.000000  0.000000  8.835112  19.717196  3.899068
1  8.956635  3.349359  0.000000  0.000000  8.956635  25.511282  6.838985
1  5.092486  2.238659  0.000000  0.000000  5.092486  20.560370  3.126441
1  4.072637  2.368200  0.000000  0.000000  4.072637  15.855945  2.844459
1  6.412829  2.489027  0.000000  0.000000  6.412829  12.701501  2.800234
1  4.407954  3.314500  0.000000  0.000000  4.407954  18.256939  2.259430
1  6.639656  3.279644  0.000000  0.000000  6.639656  22.797908  4.468958
1  12.158614  1.665264  0.000000  0.000000  12.158614  12.149273  2.802779
1  6.557910  3.834446  0.000000  0.000000  6.557910  35.568210  4.398956
1  5.745854  2.764256  0.000000  0.000000  5.745854  18.538827  2.967569
1  8.207931  2.497490  0.000000  0.000000  8.207931  22.451353  8.066687
1  3.594745  3.189080  0.000000  0.000000  3.594745  23.104629  2.390676
1  5.782800  3.102319  0.000000  0.000000  5.782800  28.536099  6.340679
1  4.885455  2.340281  0.000000  0.000000  4.885455  16.558544  2.675652
1  8.371950  2.141409  0.000000  0.000000  8.371950  15.744098  5.895744
1  5.311320  2.449320  0.000000  0.000000  5.311320  13.744204  2.507927
1  6.680602  4.026310  0.000000  0.000000  6.680602  35.187662  7.936097
1  8.453848  2.532278  0.000000  0.000000  8.453848  15.507799  5.247971
1  7.980387  1.517665  0.000000  0.000000  7.980387  10.667730  2.371073
1  4.905822  3.105933  0.000000  0.000000  4.905822  14.971430  3.181032
1  6.247099  2.643997  0.000000  0.000000  6.247099  18.456500  3.268428
1  4.537657  2.605716  0.000000  0.000000  4.537657  20.715221  2.152978
1  5.006596  2.759159  0.000000  0.000000  5.006596  16.742511  2.282622
1  4.261190  3.815255  0.000000  0.000000  4.261190  28.946458  2.215365
1  7.734902  1.851418  0.000000  0.000000  7.734902  13.536135  2.785491
1  5.778995  4.010685  0.000000  0.000000  5.778995  26.178485  3.492893
1  3.973946  3.292537  0.000000  0.000000  3.973946  22.034802  3.131924
1  5.755527  3.115442  0.000000  0.000000  5.755527  28.821029  4.830106
1  6.712135  2.919330  0.000000  0.000000  6.712135  18.467145  5.507756
1  4.108907  3.066424  0.000000  0.000000  4.108907  20.973940  2.732247
1  6.522333  3.507384  0.000000  0.000000  6.522333  29.112591  6.116606
1  5.598487  3.262812  0.000000  0.000000  5.598487  21.592819  3.570189
1  7.025658  2.025606  0.000000  0.000000  7.025658  18.098576  3.273395
1  4.845268  3.091509  0.000000  0.000000  4.845268  15.681235  2.647446
1  3.995780  3.505646  0.000000  0.000000  3.995780  20.250025  2.311547
1  4.282190  2.984586  0.000000  0.000000  4.282190  14.606538  2.099560
1  3.987475  2.994218  0.000000  0.000000  3.987475  24.237798  2.818928
1  7.253899  1.704953  0.000000  0.000000  7.253899  9.707447  2.545294
1  4.524621  2.644558  0.000000  0.000000  4.524621  15.987175  2.065213
1  3.788588  3.652506  0.000000  0.000000  3.788588  18.359118  2.338518
1  4.732648  3.114091  0.000000  0.000000  4.732648  28.321544  2.616612
1  6.019236  2.601517  0.000000  0.000000  6.019236  16.061894  4.165452
1  5.293016  1.815980  0.000000  0.000000  5.293016  15.101136  2.024655
1  8.538655  3.475017  0.000000  0.000000  8.538655  27.996850  6.127889
1  6.763332  3.782973  0.000000  0.000000  6.763332  25.017859  5.604582
1  4.669286  3.530859  0.000000  0.000000  4.669286  21.814654  2.793374
1  6.855554  3.099151  0.000000  0.000000  6.855554  29.372333  4.442969
1  4.878263  2.586944  0.000000  0.000000  4.878263  18.514572  3.220657
1  3.625161  2.831606  0.000000  0.000000  3.625161  15.106948  2.254851
1  5.972353  2.105539  0.000000  0.000000  5.972353  20.445515  2.330448
1  8.135168  2.520243  0.000000  0.000000  8.135168  24.823744  3.660618
1  6.208225  4.069101  0.000000  0.000000  6.208225  32.343401  5.350530
1  4.474057  2.237517  0.000000  0.000000  4.474057  17.938369  2.867701
1  6.399595  2.214087  0.000000  0.000000  6.399595  14.099047  5.105404
1  4.499192  2.624910  0.000000  0.000000  4.499192  17.720109  2.326432
1  5.237148  2.919011  0.000000  0.000000  5.237148  17.786272  2.439276
1  5.223031  1.951173  0.000000  0.000000  5.223031  17.425941  3.283206
1  6.537836  2.000625  0.000000  0.000000  6.537836  18.401464  3.653724
1  5.854451  3.967047  0.000000  0.000000  5.854451  17.817176  3.644239
1  9.462991  2.220896  0.000000  0.000000  9.462991  15.830619  6.223879
1  5.018736  4.920781  0.000000  0.000000  5.018736  24.297942  3.884847
1  4.822957  2.233835  0.000000  0.000000  4.822957  16.182306  2.459902
1  4.104064  2.054975  0.000000  0.000000  4.104064  17.933028  2.195288
1  5.611579  2.065068  0.000000  0.000000  5.611579  17.912399  3.410797
1  5.034499  3.348302  0.000000  0.000000  5.034499  26.910237  2.971830
1  4.380123  1.830636  0.000000  0.000000  4.380123  11.608015  2.705744
1  4.986371  2.608564  0.000000  0.000000  4.986371  8.687679  2.129690
1  6.615081  2.674896  0.000000  0.000000  6.615081  14.747844  2.681171
1  4.435869  2.080438  0.000000  0.000000  4.435869  20.390881  2.354597
1  7.796255  2.580046  0.000000  0.000000  7.796255  45.773175  5.577778
1  5.683439  1.991880  0.000000  0.000000  5.683439  17.367688  2.158270
1  4.326393  3.509887  0.000000  0.000000  4.326393  26.453587  4.151424
1  4.897973  3.706127  0.000000  0.000000  4.897973  13.414331  2.353622
1  6.675575  2.490740  0.000000  0.000000  6.675575  18.074977  3.746399
1  4.776473  2.439226  0.000000  0.000000  4.776473  16.388619  2.197914
1  4.680734  3.424441  0.000000  0.000000  4.680734  25.349962  4.166527
1  4.914176  3.771537  0.000000  0.000000  4.914176  21.651980  3.796695
1  5.027915  4.134923  0.000000  0.000000  5.027915  20.342018  2.409482
1  4.164922  3.713706  0.000000  0.000000  4.164922  21.307190  2.714876
1  4.124320  2.749827  0.000000  0.000000  4.124320  12.457243  2.004850
1  9.848042  1.701689  0.000000  0.000000  9.848042  14.914520  2.663834
1  4.458002  3.226156  0.000000  0.000000  4.458002  32.445513  3.727873
1  5.996440  3.194565  0.000000  0.000000  5.996440  20.256859  4.766916
1  5.587227  3.318733  0.000000  0.000000  5.587227  29.634637  5.565744
1  4.018055  3.165290  0.000000  0.000000  4.018055  17.500634  2.319312
1  3.706931  2.140765  0.000000  0.000000  3.706931  15.533841  2.705055
1  5.382558  2.517090  0.000000  0.000000  5.382558  17.117346  2.277554
1  4.837151  2.804132  0.000000  0.000000  4.837151  15.838014  3.236388
1  7.799722  4.467765  0.000000  0.000000  7.799722  31.719049  7.104257
1  4.230704  2.636370  0.000000  0.000000  4.230704  18.710038  3.160622
1  6.175926  3.449179  0.000000  0.000000  6.175926  33.695233  5.569667
1  4.918809  2.999675  0.000000  0.000000  4.918809  19.820389  2.870613
1  6.697728  5.670145  0.000000  0.000000  6.697728  20.508233  4.831923
1  5.705117  2.063139  0.000000  0.000000  5.705117  23.644892  2.784787
1  8.478339  1.718166  0.000000  0.000000  8.478339  12.479637  2.378482
1  5.510626  2.478578  0.000000  0.000000  5.510626  14.324276  3.901605
1  4.042084  2.937580  0.000000  0.000000  4.042084  30.974123  2.815766
1  8.388716  4.062626  0.000000  0.000000  8.388716  67.551247  7.757872
1  5.059014  2.890524  0.000000  0.000000  5.059014  21.890941  3.548023
1  7.512069  2.038012  0.000000  0.000000  7.512069  11.883563  2.631977
1  7.250369  1.925406  0.000000  0.000000  7.250369  15.965466  3.247000
1  4.339333  3.020577  0.000000  0.000000  4.339333  17.933198  2.287416
1  8.273856  2.828319  0.000000  0.000000  8.273856  44.667694  5.908479
1  3.271055  3.221187  0.000000  0.000000  3.271055  13.123276  2.272640
1  6.581975  2.191550  0.000000  0.000000  6.581975  18.004612  4.879154
1  4.404866  3.406905  0.000000  0.000000  4.404866  19.031352  4.249198
1  6.300970  2.128393  0.000000  0.000000  6.300970  18.512759  2.869846
1  4.317819  3.952270  0.000000  0.000000  4.317819  26.734515  3.638381
1  4.929916  2.812206  0.000000  0.000000  4.929916  17.141427  3.006019
1  5.276014  4.657658  0.000000  0.000000  5.276014  30.854063  4.905632
1  4.842570  2.043222  0.000000  0.000000  4.842570  13.614181  2.834262
1  5.127817  2.877434  0.000000  0.000000  5.127817  26.893379  3.499458
1  5.865028  2.057662  0.000000  0.000000  5.865028  15.092110  2.975113
1  4.799254  2.788251  0.000000  0.000000  4.799254  13.535259  3.408912
1  5.196179  3.317619  0.000000  0.000000  5.196179  17.263615  2.810052
1  3.439577  2.468289  0.000000  0.000000  3.439577  15.025710  2.190507
1  5.297442  3.546732  0.000000  0.000000  5.297442  29.983855  3.056049
1  12.020264  1.846804  0.000000  0.000000  12.020264  16.777002  7.941404
1  5.632120  2.742327  0.000000  0.000000  5.632120  22.249236  3.748474
1  3.715825  2.084018  0.000000  0.000000  3.715825  15.702013  2.605054
1  4.313806  2.364534  0.000000  0.000000  4.313806  11.677064  2.221858
1  6.021516  3.915173  0.000000  0.000000  6.021516  25.081867  4.181357
1  5.925795  2.938247  0.000000  0.000000  5.925795  22.549065  4.271806
1  6.107778  2.042314  0.000000  0.000000  6.107778  23.353339  4.066407
1  4.373790  2.281250  0.000000  0.000000  4.373790  21.110529  3.118719
1  6.936120  2.509511  0.000000  0.000000  6.936120  16.901307  4.399146
1  4.643085  3.304196  0.000000  0.000000  4.643085  19.241215  4.063840
1  4.865297  1.931370  0.000000  0.000000  4.865297  20.770581  2.045881
1  9.434548  2.182961  0.000000  0.000000  9.434548  17.731132  4.343898
1  4.671953  2.901495  0.000000  0.000000  4.671953  12.654717  2.109396
1  4.205688  3.477645  0.000000  0.000000  4.205688  19.861065  2.820954
1  6.891393  1.967392  0.000000  0.000000  6.891393  18.140712  2.391900
1  5.826536  6.837968  0.000000  0.000000  5.826536  53.285222  7.444159
1  3.514345  3.170550  0.000000  0.000000  3.514345  17.646532  2.434007
1  5.749986  2.516232  0.000000  0.000000  5.749986  15.190113  2.489050
1  8.904907  7.787043  0.000000  0.000000  8.904907  58.803752  11.111300
1  5.259992  3.638874  0.000000  0.000000  5.259992  22.744347  3.514597
1  4.905004  2.672530  0.000000  0.000000  4.905004  22.045752  3.155585
1  7.448006  1.785658  0.000000  0.000000  7.448006  30.876768  5.080547
1  5.524744  3.230756  0.000000  0.000000  5.524744  15.761524  3.023781
1  4.536309  2.363838  0.000000  0.000000  4.536309  12.727163  2.866638
1  6.746712  1.588597  0.000000  0.000000  6.746712  11.293362  2.499626
1  4.393852  2.765217  0.000000  0.000000  4.393852  28.227271  2.896672
1  6.660735  2.150954  0.000000  0.000000  6.660735  20.039548  4.047625
1  5.444098  3.156286  0.000000  0.000000  5.444098  27.044250  3.454710
1  4.069745  2.562075  0.000000  0.000000  4.069745  17.274873  2.223705
1  4.707693  4.318934  0.000000  0.000000  4.707693  20.623822  3.687666
1  9.453739  1.546640  0.000000  0.000000  9.453739  32.954446  3.441703
1  4.506919  3.570394  0.000000  0.000000  4.506919  27.927840  3.136086
1  5.013619  2.211939  0.000000  0.000000  5.013619  12.986642  2.683932
1  8.512159  1.626995  0.000000  0.000000  8.512159  10.940545  3.207625
1  4.583925  3.388925  0.000000  0.000000  4.583925  18.255818  2.531301
1  3.881564  2.442432  0.000000  0.000000  3.881564  16.100048  2.681018
1  6.521834  3.731236  0.000000  0.000000  6.521834  33.535298  6.148179
1  5.763606  2.815832  0.000000  0.000000  5.763606  12.006477  2.133920
1  7.297311  2.480085  0.000000  0.000000  7.297311  41.838312  7.742472
1  3.271185  3.215191  0.000000  0.000000  3.271185  25.897035  2.000716
1  5.394032  2.119142  0.000000  0.000000  5.394032  21.507646  2.033402
1  7.229667  1.864112  0.000000  0.000000  7.229667  14.253000  4.349706
1  3.622014  3.593366  0.000000  0.000000  3.622014  18.592964  2.689264
1  4.579205  4.009977  0.000000  0.000000  4.579205  32.339768  3.575065
1  3.163835  3.008076  0.000000  0.000000  3.163835  19.428983  2.205178
1  9.242150  1.747789  0.000000  0.000000  9.242150  19.963943  2.862053
1  4.625030  2.855236  0.000000  0.000000  4.625030  17.964113  3.032109
1  6.507016  3.353755  0.000000  0.000000  6.507016  27.177600  7.118810
1  3.666083  3.256722  0.000000  0.000000  3.666083  18.658932  2.709283
1  6.166337  2.106019  0.000000  0.000000  6.166337  13.522616  4.062982
1  11.447164  1.431820  0.000000  0.000000  11.447164  11.807777  2.170991
1  5.789875  2.430175  0.000000  0.000000  5.789875  18.599904  4.188343
1  5.976815  3.818065  0.000000  0.000000  5.976815  26.291350  6.161100
1  6.142781  3.861005  0.000000  0.000000  6.142781  53.797889  4.903438
1  3.999322  2.694257  0.000000  0.000000  3.999322  15.386358  3.074447
1  6.301824  2.297830  0.000000  0.000000  6.301824  19.419417  4.791686
1  6.228517  2.655769  0.000000  0.000000  6.228517  17.773533  2.936013
1  5.438302  4.668312  0.000000  0.000000  5.438302  35.242996  7.525466
1  8.880897  6.093547  0.000000  0.000000  8.880897  81.273199  8.104710
1  8.224209  2.444447  0.000000  0.000000  8.224209  37.231339  5.117111
1  4.577996  2.211675  0.000000  0.000000  4.577996  21.256726  3.558887
1  4.670489  4.008562  0.000000  0.000000  4.670489  22.002125  4.113346
1  9.101183  3.262884  0.000000  0.000000  9.101183  35.885763  8.462330
1  6.161828  2.834589  0.000000  0.000000  6.161828  29.199668  3.257817
1  5.788147  3.256134  0.000000  0.000000  5.788147  24.904258  4.260433
1  6.001778  2.462044  0.000000  0.000000  6.001778  18.431299  3.452409
1  4.700335  3.550509  0.000000  0.000000  4.700335  22.797131  3.935391
1  4.210789  2.626682  0.000000  0.000000  4.210789  15.117137  2.419387
1  5.319106  4.070994  0.000000  0.000000  5.319106  27.159590  5.039892
1  5.019929  3.440123  0.000000  0.000000  5.019929  28.578100  3.844486
1  4.137631  2.618060  0.000000  0.000000  4.137631  34.696765  2.494955
1  4.071135  2.058741  0.000000  0.000000  4.071135  20.355335  2.370716
1  7.398010  2.354353  0.000000  0.000000  7.398010  32.564646  4.141242
1  5.200093  3.788820  0.000000  0.000000  5.200093  23.961051  3.347733
1  6.177537  2.479562  0.000000  0.000000  6.177537  20.165106  4.678968
1  4.718200  4.085387  0.000000  0.000000  4.718200  23.284558  3.171001
1  4.935713  3.130737  0.000000  0.000000  4.935713  12.093342  2.561405
1  5.781801  2.388668  0.000000  0.000000  5.781801  22.695362  2.416412
1  3.727069  2.836018  0.000000  0.000000  3.727069  18.256450  2.383343
1  6.390209  2.818889  0.000000  0.000000  6.390209  19.391885  2.840656
1  7.481229  3.158059  0.000000  0.000000  7.481229  25.030675  8.074452
1  4.478319  2.340705  0.000000  0.000000  4.478319  20.186518  2.896332
1  5.240322  2.755878  0.000000  0.000000  5.240322  20.316711  2.405396
1  8.118541  3.127814  0.000000  0.000000  8.118541  31.950423  6.338869
